No.,ritual_number,author,date,ethnography_title,culture,ritual_name
585,Ritual570,R. Schefold,1980,"The Sacrifices of the Sakuddei (Mentawai Archipelago, Western Indonesia): an attempt at classification",Mentawaians,Daily Meal
586,Ritual571,R. Schefold,1980,"The Sacrifices of the Sakuddei (Mentawai Archipelago, Western Indonesia): an attempt at classification",Mentawaians,The Bringing in of the Ancestors
587,Ritual572,M. J. Harner,1973,The Jívaro: people of the sacred waterfalls,Jivaro,The Arutam Soul
588,Ritual573,M. J. Harner,1973,The Jívaro: people of the sacred waterfalls,Jivaro,Arutam Soul Seeking
589,Ritual574,R. Redfield,1962,Chan Kom: a Maya village,Maya,The Dinner of the Milpa
590,Ritual575,R. Redfield,1962,Chan Kom: a Maya village,Maya,The Dinner of the Bees
591,Ritual576,R. Redfield,1962,Chan Kom: a Maya village,Maya,Fixing the Place for the Hives
592,Ritual577,R. Redfield,1962,Chan Kom: a Maya village,Maya,The New House Ceremony
593,Ritual578,R. Redfield,1962,Chan Kom: a Maya village,Maya,The Rain Ceremony
594,Ritual579,R. Redfield,1962,Chan Kom: a Maya village,Maya,
595,Ritual580,R. Redfield,1962,Chan Kom: a Maya village,Maya,The New Corn Ceremony
596,Ritual581,R. Redfield,1962,Chan Kom: a Maya village,Maya,The Novena
597,Ritual582,R. Redfield,1962,Chan Kom: a Maya village,Maya,Prayers for the Dead
598,Ritual583,R. Redfield,1962,Chan Kom: a Maya village,Maya,
599,Ritual584,R. Redfield,1962,Chan Kom: a Maya village,Maya,"Noevna on the Name Day, Novenarios for Patron Saint"
600,Ritual585,R. Redfield,1962,Chan Kom: a Maya village,Maya,"Dza Akab, Novenarios for Patron Saint"
601,Ritual586,R. Redfield,1962,Chan Kom: a Maya village,Maya,"Hadz Pach, Novenarios for Patron Saint"
602,Ritual587,R. Redfield,1962,Chan Kom: a Maya village,Maya,The Santiguar Curing Ritual
603,Ritual588,R. Redfield,1962,Chan Kom: a Maya village,Maya,Kex
604,Ritual589,R. Redfield,1962,Chan Kom: a Maya village,Maya,Loh-Cahtali
605,Ritual590,R. Redfield,1962,Chan Kom: a Maya village,Maya,Pledge of Compadre Relationship
606,Ritual591,R. Redfield,1962,Chan Kom: a Maya village,Maya,Formal Baptism Ceremony
607,Ritual592,R. Redfield,1962,Chan Kom: a Maya village,Maya,The Hand Washing Ceremony
608,Ritual593,R. Redfield,1962,Chan Kom: a Maya village,Maya,Hetzmek Ritual
609,Ritual594,R. Redfield,1962,Chan Kom: a Maya village,Maya,Days of the Dead
610,Ritual595,R. Redfield,1962,Chan Kom: a Maya village,Maya,Taking the Bones from the Grave
611,Ritual596,R. Redfield,1962,Chan Kom: a Maya village,Maya,"Marriage, Return to the Bridal Party"
612,Ritual597,R. Redfield,1962,Chan Kom: a Maya village,Maya,Catholic Wedding Ceremony
613,Ritual598,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,
614,Ritual599,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,
615,Ritual600,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,
616,Ritual601,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,
617,Ritual602,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,
618,Ritual603,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,
619,Ritual604,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,
620,Ritual605,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,Green Corn Dance
621,Ritual606,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,Feather Dance
622,Ritual607,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,Catfish Dance
623,Ritual608,J. O. I. Buswell,1989 [1979],Florida Seminole religious ritual: resistance and change,Seminole,Sheep Dance
624,Ritual609,J. M. J. M. Schultz,1999,The Seminole Baptist churches of Oklahoma: maintaining a traditional community,Seminole,Prayer Meeting
625,Ritual610,J. M. J. M. Schultz,1999,The Seminole Baptist churches of Oklahoma: maintaining a traditional community,Seminole,
626,Ritual611,J. M. J. M. Schultz,1999,The Seminole Baptist churches of Oklahoma: maintaining a traditional community,Seminole,Fourth Sunday Meetings
627,Ritual612,J. M. J. M. Schultz,1999,The Seminole Baptist churches of Oklahoma: maintaining a traditional community,Seminole,The Fasting Service
628,Ritual613,J. M. J. M. Schultz,1999,The Seminole Baptist churches of Oklahoma: maintaining a traditional community,Seminole,Communion Service
629,Ritual614,A. M. Lutfiyya,1966,Baytiin a Jordanian village: a study of social institutions and social change in a folk community,Palestinians,The Little Festival
630,Ritual615,A. M. Lutfiyya,1966,Baytiin a Jordanian village: a study of social institutions and social change in a folk community,Palestinians,Little and Great Festival
631,Ritual616,A. M. Lutfiyya,1966,Baytiin a Jordanian village: a study of social institutions and social change in a folk community,Palestinians,Procession to Ceremony
632,Ritual617,T. Canaan,1927,Mohammedan saints and sanctuaries in Palestine,Palestinians,Procession
633,Ritual618,T. Canaan,1927,Mohammedan saints and sanctuaries in Palestine,Palestinians,Processions
634,Ritual619a,M. Biesele,1978,Religion and folklore,Palestinians,Dances
635,Ritual619b,L. Marshall,,The !Kung Bushmen of the Kalahari Desert,San,
636,Ritual619c,M. Shostak,,Nisa: the life and words of a !Kung woman,Palestinians,
637,Ritual620,R. B. Lee,1979,"The !Kung San: men, women, and work in a foraging society",San,Buck Ceremony
638,Ritual621,G. A. Dorsey,1899,The Ocimbanda or witch-doctor of the Ovimbundu of Portuguese southwest Africa,Ovimbundu,Divination
639,Ritual622,W. D. Hambly,1934,The Ovimbundu of Angola,Ovimbundu,Curing Ritual
640,Ritual623,W. D. Hambly,1934,The Ovimbundu of Angola,Ovimbundu,Rain Making
641,Ritual624,W. D. Hambly,1934,The Ovimbundu of Angola,Ovimbundu,Ceremonial Fire
642,Ritual625,W. D. Hambly,1934,"Occupational ritual, belief, and custom among the Ovimbundu",Ovimbundu,Osaka
643,Ritual626,M. C. Jest,1960,Religious beliefs of the Lepchas in the Kalimpong District (West Bengal),Lepcha,Rǔm-fat Ceremony
644,Ritual627,M. C. Jest,1960,Religious beliefs of the Lepchas in the Kalimpong District (West Bengal),Lepcha,Ox Sacrifice
645,Ritual628,J. Morris,1938,Living with Lepchas: a book about the Sikkim Himalayas,Lepcha,Festival in Honour of Kinchinjunga
646,Ritual629,J. Morris,1938,Living with Lepchas: a book about the Sikkim Himalayas,Lepcha,Annual War Dance
647,Ritual630,J. Morris,1938,Living with Lepchas: a book about the Sikkim Himalayas,Lepcha,Day Prior to Ceremony (Toad Figure)
648,Ritual631,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 1,Lepcha,House Building Ceremonies
649,Ritual632,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 2,Lepcha,House Purification
650,Ritual633,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 3,Lepcha,The Carpenter's Prayer
651,Ritual634,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 4,Lepcha,The Carpenter's Ceremony for Protection of the House
652,Ritual635,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 5,Lepcha,Annual Sacrifice of Bull to lí rŭm
653,Ritual636,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 6,Lepcha,Initial Ceremony to Mung
654,Ritual637,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 7,Lepcha,Ceremonies to the mă yel Being
655,Ritual638,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 8,Lepcha,Biannual Ceremony of the Tamgsangmu pŭ tsho
656,Ritual639,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 9,Lepcha,Biannual Ceremony of Female pŭ tsho
657,Ritual640,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 10,Lepcha,Ceremony for the New-born Child
658,Ritual641,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 11,Lepcha,First Wedding Ceremony: pǎ nol
659,Ritual642,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 12,Lepcha,Second Wedding Ceremony: a shek
660,Ritual643,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 13,Lepcha,Third Wedding Ceremony
661,Ritual644,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 14,Lepcha,The Common Meal
662,Ritual645,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 15,Lepcha,The Ceremonial Figure of the Old Year
663,Ritual646,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 16,Lepcha,The Second Day of the New Year
664,Ritual647,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 17,Lepcha,The Initial Ceremony
665,Ritual648,H. Siiger,1967,The Lepchas: culture and religion of a Himalayan people part 18,Lepcha,The Sacrifice of the Yak at the hla thu Shrine
666,Ritual649,F. Barth,1965,Political leadership among Swat Pathans,Pashtun,Haircutting Ceremony
667,Ritual650,K. Ferdinand,1982,Marriage among the Pakhtun nomads of eastern Afghanistan,Pashtun,The Ceremony of Going and Fetching
668,Ritual651,H. H. Vreeland,1973,Mongol community and kinship structure,Mongol,Name Giving
